ID,height
67388,170.0
9353,171.0
47228,163.0
108602,170.0
3482,168.0
66763,172.0
101248,164.0
7094,165.0
112134,170.0
98876,155.0
98877,158.0
5516,160.0
92701,166.0
67394,16.4
59862,174.0
102079,167.0
99672,152.0
103906,164.0
113765,171.0
66038,174.0
7640,157.0
93582,168.0
67087,175.0
101357,168.0
61701,164.0
75499,163.0
66847,168.0
960,164.0
67498,165.0
110599,174.0
92427,165.0
50601,164.0
4992,162.0
66444,16.4
9647,170.0
104685,153.0
114748,170.0
100298,157.0
63626,160.0
111870,174.0
49562,17.0
103077,173.0
74112,160.0
105480,170.0
113747,166.0
54108,164.0
115905,163.0
52792,159.0
82294,176.0
67350,170.0
120540,165.0
67171,160.0
1000,161.0
129688,150.0
65147,165.0
2578,17.3
80249,160.0
112243,174.0
99711,167.0
66026,168.0
29782,175.0
67776,15.6
9451,168.0
113711,175.0
52231,163.0
98344,167.0
59121,162.0
47302,165.0
65962,165.0
120081,169.0
52748,173.0
9389,170.0
66677,163.0
98733,175.0
7160,164.0
3289,150.0
74337,171.0
4411,174.0
108267,168.0
66203,158.0
102705,16.7
91819,163.0
58948,
66233,155.0
9014,152.0
64684,156.0
67192,163.0
118337,163.0
117511,166.0
4571,179.0
64324,163.0
9370,168.0
112015,166.0
65941,157.0
67223,165.0
66294,170.0
98813,160.0
81458,150.0
56501,160.0
79183,162.0
62398,159.0
101615,168.0
63581,170.0
3446,160.0
42151,17.8
67225,14.5
67521,155.0
9099,162.0
7818,165.0
66124,167.0
9116,170.0
67114,175.0
108626,168.0
115677,168.0
57198,16.200000000000003
63308,169.0
54367,16.299999999999997
52147,152.0
103528,172.0
66684,170.0
103557,166.0
110873,157.0
99405,160.0
66052,158.0
103832,160.0
104949,155.0
66251,15.3
52966,170.0
17164,169.0
7834,166.0
9001,17.4
66921,176.0
99803,162.0
79888,156.0
65005,15.9
104014,154.0
104313,164.0
92886,17.5
8889,16.8
62750,168.0
7868,16.8
99247,153.0
99736,158.0
6930,168.0
67665,154.0
53608,171.0
102584,16.9
52365,156.0
9423,156.0
4806,174.0
1592,174.0
66957,
105379,
67092,17.0
17842,144.0
9356,165.0
103195,170.0
111473,170.0
102508,172.0
124312,158.0
122374,155.0
102952,169.0
8551,160.0
58726,150.0
8899,160.0
66082,170.0
66027,
105007,161.0
66470,16.8
93690,16.0
119396,178.0
120722,163.0
66213,170.0
75102,160.0
110832,170.0
67210,164.0
7770,159.0
4288,167.0
7829,160.0
66936,168.0
77948,165.0
65357,158.0
106942,
65802,150.0
66898,155.0
111243,167.0
102230,170.0
115726,168.0
123085,168.0
9733,160.0
5995,162.0
67277,170.0
102389,174.0
67048,169.0
8883,160.0
74751,166.0
4240,162.0
66917,170.0
107746,178.0
107084,264.5
67130,160.0
66298,163.0
108707,170.0
109206,172.0
66722,17.0
67249,154.0
103268,160.0
106321,180.0
9009,165.0
8865,165.0
67188,162.0
67382,155.0
53605,162.0
66391,171.0
3951,160.0
66068,168.0
3725,158.0
62453,153.0
4051,175.0
121484,174.0
66658,168.0
9230,157.0
66145,155.0
83300,16.8
63670,163.0
2868,170.0
65928,170.0
105051,165.0
67137,
106989,158.0
66270,178.0
65210,150.0
103105,20.0
59274,158.0
53095,155.0
65724,160.0
5737,162.0
66591,
93680,167.0
54197,166.0
937,171.0
99988,17.0
67260,150.0
67320,163.0
66835,170.0
67111,168.0
98313,169.0
77572,158.0
9654,154.0
77531,165.0
7519,16.299999999999997
111470,158.0
67194,172.0
39858,166.0
29999,170.0
2853,173.0
53229,165.0
108516,176.0
5412,168.0
100326,177.0
101247,168.0
5388,175.0
53695,170.0
1928,170.0
66648,156.0
37338,165.0
67431,170.0
65903,164.0
6928,157.0
53443,156.0
93837,16.299999999999997
27619,
49699,176.0
8419,163.0
54249,170.0
12820,
2499,155.0
4967,170.0
4270,152.0
31985,165.0
100018,150.0
107623,155.0
9185,155.0
65894,160.0
66958,164.0
60940,150.0
66013,163.0
56384,168.0
65715,150.0
66791,155.0
67091,16.5
5016,152.0
3264,162.0
893,16.0
9578,16.0
